"","access1-0.1.rcp45","access1-0.1.rcp85","access1-3.1.rcp45","access1-3.1.rcp85","bcc-csm1-1.1.rcp45","bcc-csm1-1.1.rcp85","bcc-csm1-1-m.1.rcp45","bcc-csm1-1-m.1.rcp85","canesm2.1.rcp45","canesm2.1.rcp85","ccsm4.6.rcp45","ccsm4.6.rcp85","cesm1-bgc.1.rcp45","cesm1-bgc.1.rcp85","cesm1-cam5.1.rcp45","cesm1-cam5.1.rcp85","cmcc-cm.1.rcp45","cmcc-cm.1.rcp85","cnrm-cm5.1.rcp45","cnrm-cm5.1.rcp85","csiro-mk3-6-0.1.rcp45","csiro-mk3-6-0.1.rcp85","ec-earth.8.rcp45","ec-earth.2.rcp85","fgoals-g2.1.rcp45","fgoals-g2.1.rcp85","gfdl-cm3.1.rcp45","gfdl-cm3.1.rcp85","gfdl-esm2g.1.rcp45","gfdl-esm2g.1.rcp85","gfdl-esm2m.1.rcp45","gfdl-esm2m.1.rcp85","giss-e2-r.6.rcp45","giss-e2-r.2.rcp85","hadgem2-ao.1.rcp45","hadgem2-ao.1.rcp85","hadgem2-cc.1.rcp45","hadgem2-cc.1.rcp85","hadgem2-es.1.rcp45","hadgem2-es.1.rcp85","inmcm4.1.rcp45","inmcm4.1.rcp85","ipsl-cm5a-lr.1.rcp45","ipsl-cm5a-lr.1.rcp85","ipsl-cm5a-mr.1.rcp45","ipsl-cm5a-mr.1.rcp85","miroc-esm.1.rcp45","miroc-esm.1.rcp85","miroc-esm-chem.1.rcp45","miroc-esm-chem.1.rcp85","miroc5.1.rcp45","miroc5.1.rcp85","mpi-esm-lr.1.rcp45","mpi-esm-lr.1.rcp85","mpi-esm-mr.1.rcp45","mpi-esm-mr.1.rcp85","mri-cgcm3.1.rcp45","mri-cgcm3.1.rcp85","noresm1-m.1.rcp45","noresm1-m.1.rcp85","cmcc-cms.1.rcp45","cmcc-cms.1.rcp85","giss-e2-h.6.rcp45","giss-e2-h.2.rcp85"
"2014-01-01",42.746,50.8145,53.9249,57.7112,52.1393,50.6543,48.6635,50.4014,43.0214,43.6379,57.6131,47.3279,52.7945,40.0874,52.6334,55.0157,51.5408,57.7481,57.1703,59.6444,43.6127,53.5937,60.5147,54.0392,50.2943,53.7845,58.2269,55.2371,48.2765,52.3247,49.2629,70.3508,58.3718,49.0361,60.0089,56.9507,57.4673,48.83,53.2274,52.061,52.9394,56.9084,58.9145,55.9616,56.5745,59.108,48.8507,51.3833,40.4537,61.88,63.5756,50.0684,62.7719,59,55.2695,53.3732,50.378,53.0159,62.0654,58.1945,45.9419,58.1162,61.2419,52.4687
"2014-01-02",45.3335,51.0881,54.2192,50.6813,53.3417,58.6526,47.426,54.2183,46.8797,41.5121,60.062,51.0341,52.6748,39.5501,53.4452,54.8123,50.3969,49.883,58.6922,60.2033,47.048,55.8059,59.9801,55.4387,54.8699,59.2421,58.9172,59.351,46.0607,52.6406,47.1497,63.2948,53.3363,48.4988,51.6191,56.8274,55.9607,49.4501,50.4158,54.2813,55.9094,59.9333,58.7498,53.1131,54.6197,55.652,49.0802,50.8946,44.0546,57.668,58.4051,52.232,63.9014,59.5922,52.6406,58.1396,55.1714,49.3754,57.6032,59.5067,43.3355,55.3271,53.2445,51.7136
"2014-01-03",42.287,50.3618,55.8239,49.55,53.8772,59.6741,51.1286,53.4263,47.2757,43.9592,60.2834,54.5414,50.9198,40.9109,55.7744,54.653,53.4731,43.7639,61.2464,59.4842,48.7913,56.5916,51.0359,60.0746,53.1617,59.0558,57.1091,59.9099,46.571,45.6566,46.8662,55.4459,48.6338,47.7608,50.0369,58.3826,52.4273,49.2287,53.0168,54.7628,56.273,58.6121,54.995,54.7187,54.8384,50.9414,48.5708,47.1335,44.582,57.3305,57.8291,53.7584,63.7529,59.9666,53.0852,60.3473,50.1881,45.2219,58.2692,58.1234,45.8564,51.4814,47.0795,48.7328
"2014-01-04",43.0142,51.4004,53.7935,51.4301,55.1822,58.7894,56.9201,54.6008,45.0797,43.5578,56.6978,55.1633,46.7699,44.4218,59.0909,54.239,47.9759,43.3085,56.8337,59.162,54.1535,57.9578,48.5033,57.3719,54.563,51.4733,51.7244,58.5977,49.0496,47.462,51.2051,52.9943,51.6047,54.8915,51.9656,60.3059,53.5973,45.0167,54.3623,55.6421,56.8985,57.2621,52.5839,52.9079,52.3922,53.0501,52.331,46.8851,43.1852,58.3358,54.7628,53.0006,62.9681,60.9125,49.0991,60.1682,51.2654,44.7395,57.0281,59.1521,49.3214,52.0925,47.0795,48.5582
"2014-01-05",43.5164,50.666,52.0862,54.7997,55.2236,58.1081,58.7831,56.0669,47.7473,50.4959,55.2083,57.506,46.9292,42.2303,58.8533,56.1965,48.4691,52.5209,56.3522,59.0036,52.2392,53.1932,53.5109,50.0243,56.0768,44.5487,50.765,57.4754,49.8659,44.8592,52.1699,57.4475,51.5453,54.3731,54.7511,59.3834,49.9982,47.6375,54.2561,52.1726,54.2777,55.9868,54.3587,51.9098,54.1643,55.6565,54.8204,49.0118,46.7807,58.4204,53.1797,49.9262,55.157,60.575,52.3373,55.8203,53.5964,42.5822,55.1669,59.7722,51.4823,54.9167,51.3464,48.6662
"2014-01-06",43.4444,50.8685,53.9285,58.1585,52.3688,59.5688,53.924,55.9508,48.8129,52.4039,56.6024,53.9933,50.0522,45.2084,56.6474,56.3891,54.6728,60.9557,57.3647,61.9898,52.3166,51.8819,48.1541,50.648,54.5027,45.2219,52.6028,55.3874,51.4409,47.8517,52.4768,61.5515,55.5089,51.4886,54.2093,55.4927,48.4196,49.4141,56.5637,54.9527,53.7629,56.7644,51.476,48.6842,57.2927,59.0108,52.2455,53.9501,46.9283,51.2672,50.9036,49.1198,48.7805,59.8154,52.9007,55.1633,58.8452,46.8455,48.4448,58.3898,55.3487,56.9489,52.241,48.8129
"2014-01-07",43.5695,55.7465,52.25,58.2503,50.5058,56.4845,50.7677,58.7552,46.8185,47.5457,57.614,54.7016,52.4282,50.0693,57.8642,54.1382,48.6977,57.4853,58.0892,63.8915,56.8166,54.0374,44.3156,48.6176,50.6138,44.9834,49.9325,54.8267,49.595,53.0276,55.8698,54.2192,50.8262,54.2687,52.9313,55.0238,45.8015,51.1196,58.3214,55.9922,58.109,53.3372,51.2735,49.9811,58.2305,60.1214,47.1128,58.3637,51.6299,49.4402,50.18,50.4761,51.8891,61.9871,49.7732,53.1743,61.9565,47.3657,49.829,57.9191,54.6332,58.0775,56.0588,51.0161
"2014-01-08",46.7537,59.7983,54.6089,59.8109,57.1847,57.3593,49.7741,57.9128,49.55,46.6709,58.2377,54.2084,50.7371,54.7232,55.7492,54.2939,47.4935,54.6395,57.9002,62.9285,56.9939,50.2016,40.7111,43.4147,46.8356,48.4466,53.7206,53.5892,50.5175,54.5756,57.146,49.0703,50.5679,57.2351,54.9257,55.4207,48.3872,51.7064,61.1825,59.2025,61.277,48.416,46.4009,50.5067,59.6894,58.6895,46.2452,60.4787,48.7418,50.9702,48.9794,51.6182,52.9646,64.7942,52.8494,53.9231,61.6559,48.3638,51.4454,59.0297,50.6939,58.172,58.7705,53.2778
"2014-01-09",53.1329,61.2041,48.5249,56.2622,54.869,57.1415,49.2629,56.8247,52.1897,50.2277,57.2306,55.0283,49.3385,54.4505,58.5068,62.0627,45.9842,54.9131,59.2304,61.3931,57.8705,49.9577,33.7991,42.7055,44.3228,50.6021,55.4747,48.8768,51.5894,58.154,58.1909,46.9526,53.5325,58.6436,56.7617,55.9211,50.7929,58.0496,61.7198,58.5077,60.0332,50.8865,46.7321,54.5549,54.9689,57.8552,47.9957,63.5081,55.8383,53.7431,49.2143,53.8457,49.2944,63.5315,50.0684,53.3786,60.1979,49.829,59.1404,59.7272,50.0918,56.1866,62.5379,54.509
"2014-01-10",56.2298,58.4699,50.5013,52.2797,56.4503,56.219,53.9591,57.8975,53.3498,50.9054,56.1146,54.248,51.8225,55.337,57.8282,63.1229,51.089,54.959,59.63,60.5237,45.32,49.9361,31.9892,46.3217,44.2274,51.2537,55.7222,51.2069,54.6404,59.9729,55.5719,48.6968,57.7535,56.9093,59.6849,56.399,52.0988,56.5295,60.3743,57.4079,59.0297,50.5643,47.0912,56.3126,52.3958,57.2045,50.1287,59.1701,51.7325,55.8554,48.4754,52.4678,48.9956,62.9375,48.6311,53.6864,59.1017,53.0465,64.2218,57.1739,49.9568,56.3963,66.0803,54.1562
"2014-01-11",55.0571,58.2917,51.4472,50.7983,57.0974,58.3268,52.5353,56.7923,54.527,47.9354,53.6603,54.8303,53.6648,57.8912,58.1954,55.9832,51.6641,55.1138,55.9202,57.3908,45.2012,47.1488,39.7985,46.2128,42.3212,49.9982,59.4617,49.8713,55.8887,57.4565,51.8513,51.9944,60.26,55.1318,56.705,56.7185,50.4608,56.6699,56.1551,42.3716,58.1981,51.8351,46.337,51.6344,53.1833,57.1352,48.7679,54.0077,47.4332,57.2045,54.1733,54.7574,43.5218,62.6747,53.8286,54.8834,56.2316,51.4913,68.6048,61.2662,42.1367,57.8138,66.3404,58.1297
"2014-01-12",52.97,61.4273,48.3638,51.4238,54.9905,58.2377,53.5667,54.5108,51.8612,47.4512,55.8914,55.607,54.9131,59.1791,60.8126,55.7132,50.0162,54.6125,61.484,57.4151,47.1776,47.4242,46.8707,50.4203,47.1515,53.5478,55.7645,50.3564,54.3398,55.7681,49.4708,51.8009,58.6184,55.103,58.0082,58.5779,49.4492,58.2422,52.106,34.4894,57.173,53.1473,48.4853,49.1234,55.6169,61.5029,51.7253,51.5309,46.589,58.1693,53.3219,55.6808,53.5649,66.353,56.5862,60.5138,53.8817,54.7907,72.5909,59.5742,44.4083,61.6901,61.3562,58.9532
"2014-01-13",52.2905,64.9931,48.0092,51.3113,51.1583,54.7331,54.2273,51.2924,53.1878,44.3093,58.3601,58.442,58.8146,55.7942,57.5195,57.4268,47.9444,52.799,62.5721,55.9085,47.1785,48.7454,47.8211,52.0682,55.5728,52.3589,57.9272,47.4107,59.8838,55.5944,53.8196,49.5149,58.6409,55.9616,62.0303,59.7173,49.0613,55.337,52.5884,40.1171,47.1479,55.7285,49.7795,46.832,58.1333,62.0663,49.7489,50.117,50.1395,59.1809,54.7043,58.8974,52.4111,62.5739,52.4381,57.4484,57.6221,54.896,65.4125,59.3744,42.3203,60.2771,61.3643,54.3785
"2014-01-14",54.8519,63.8573,47.1434,53.7332,51.9818,56.4629,52.2266,49.9073,52.961,45.239,58.7075,58.2926,62.4155,58.5851,55.5881,59.7173,47.111,54.7628,60.6299,55.6034,48.1658,52.6568,48.0551,58.1972,55.85,54.3623,60.9899,45.2021,54.8609,55.8185,54.4262,51.6911,61.1402,54.1715,63.0788,58.5626,49.8488,53.5181,56.3648,47.201,44.3669,56.6528,50.2412,52.3238,59.3465,60.179,42.7676,49.784,52.1051,57.8309,57.9902,60.593,48.0407,65.7095,48.7409,57.8606,55.5521,53.9762,59.1926,60.2744,44.8754,56.2217,64.1273,51.0413
"2014-01-15",61.214,62.6261,49.9577,57.3917,48.2099,55.8644,54.5297,48.9335,50.8334,49.5104,59.3195,61.3409,61.6271,60.0845,55.3361,60.5588,47.3945,62.2535,60.2357,55.9238,50.9207,55.9769,47.6321,58.7534,52.7099,55.0715,60.7343,45.5126,55.3955,54.5684,54.3218,46.5863,60.0134,52.2995,63.6179,60.0989,47.8931,51.5768,53.8322,47.3135,46.4261,59.2718,46.2578,48.8525,65.1722,52.2563,43.421,54.2975,53.0933,58.829,61.3094,57.902,46.5593,61.4003,51.3572,57.272,48.1325,55.1669,50.7866,61.8728,46.6097,52.079,54.7547,52.9376
"2014-01-16",57.848,60.4427,50.6507,60.2492,50.8487,57.8012,52.3697,48.2342,41.0144,48.9434,56.4989,62.6918,53.4731,54.725,57.137,55.1201,49.0451,65.0363,57.0866,54.5594,51.0692,57.9587,48.8633,50.6813,51.1916,57.3107,57.8147,43.7972,58.4663,52.0925,51.5219,46.4963,53.5874,56.1461,64.2821,61.3355,48.7247,55.0058,57.2486,48.2918,48.038,57.587,48.8291,47.543,68.3294,51.9548,45.6611,53.897,53.5442,53.8043,62.2724,59.0801,51.1718,59.7992,50.6534,48.6761,48.1361,57.6464,49.523,61.9232,43.4975,55.6151,52.6604,55.6763
"2014-01-17",47.0147,60.0476,47.0741,60.8936,48.2855,58.7516,53.9789,51.8864,41.5706,47.3081,56.3225,64.8149,48.3917,53.4677,57.4394,50.1359,47.9732,59.0585,54.1958,46.1543,48.8858,58.559,48.1991,51.4715,51.4814,62.5955,55.526,40.3574,52.8449,54.0608,48.6104,48.875,51.3968,53.7647,64.4027,60.1637,47.0165,57.5996,52.6712,50.9945,47.9579,55.8671,47.8679,45.9032,58.8101,48.1856,46.9184,56.1092,54.8843,54.0788,63.3803,56.9831,50.7623,60.7289,49.1153,44.1833,50.4797,57.7256,49.136,60.3689,42.6308,54.5711,53.7602,54.4973
"2014-01-18",46.2245,61.4282,51.431,60.8414,49.037,60.0854,51.9818,49.9919,48.0083,47.0003,57.659,61.7702,46.2902,52.1231,60.197,52.2005,48.4979,60.4184,57.0362,50.3618,50.1116,59.729,53.1887,52.7234,54.6188,64.5215,54.5468,41.4176,49.9235,56.4359,46.8806,47.8409,52.6172,52.8791,64.0544,58.0874,43.5191,57.1739,52.8656,52.0781,46.5782,56.8526,48.9092,46.148,53.7314,53.4929,48.8129,57.902,53.3993,55.2002,59.252,53.2049,52.3094,59.2916,52.4678,41.9126,52.3067,61.1987,48.0218,61.4084,44.0258,52.9952,54.4514,48.5906
"2014-01-19",48.8804,59.4311,50.5796,57.4844,47.6159,62.1041,49.721,42.0809,48.542,51.6614,59.8217,60.8972,47.282,54.77,59.6615,54.6188,50.3483,60.7397,58.0199,53.2589,50.27,55.2299,53.7818,51.5417,60.1502,63.0824,52.8368,43.7108,53.1347,56.6348,46.7825,45.0734,54.9356,51.2924,63.1652,61.0592,34.736,58.6949,55.1957,53.5397,45.5684,53.9384,50.3663,52.061,53.8961,54.4163,51.7793,57.0002,53.0231,55.8698,51.5777,50.5409,54.9932,60.5246,51.6425,47.1821,59.9387,58.6715,53.7854,60.7037,47.5061,53.6018,54.4874,48.0596
"2014-01-20",55.6133,62.9807,54.4838,58.9334,47.3846,59.612,51.3833,39.2513,49.9847,55.3937,62.4551,60.7883,51.5651,55.571,57.4286,56.8202,47.6627,56.9084,56.5952,56.4359,51.6515,51.1286,54.068,53.5118,58.8902,63.113,52.6577,48.2261,56.7689,57.4502,44.5559,45.3875,54.5189,52.6649,59.8811,60.9557,32.3483,62.3282,57.2018,53.9249,46.9364,53.7386,54.1229,53.6036,50.9594,52.9646,54.2813,56.6168,57.6077,56.3981,51.8108,56.048,56.5412,60.6902,58.4132,54.7547,59.0081,58.6526,57.4592,58.7849,46.5953,53.7548,56.3144,49.4978
"2014-01-21",54.9356,56.4116,52.0466,58.91,50.3033,57.4016,54.7592,39.9659,49.2251,54.3353,57.7526,61.6811,53.9555,55.3091,57.2693,61.4228,46.5413,61.2284,56.4584,57.0884,50.2322,51.8747,57.7427,52.0106,59.4842,65.0381,55.7888,49.3169,57.7139,59.5364,49.2692,43.5146,54.9779,55.8716,50.3969,59.0459,39.551,63.7331,58.586,52.2428,49.2503,52.4363,59.4995,51.9431,50.8397,49.955,54.5135,56.6726,60.1025,60.0818,52.376,53.0213,56.3387,59.9747,51.9188,54.3812,58.5014,59.7893,57.7247,53.3642,51.458,52.2293,55.9535,55.0076
"2014-01-22",43.898,53.4623,53.5919,58.0406,52.4489,52.4597,56.9228,45.6206,45.3002,51.0971,57.0236,60.17,57.1856,57.2729,59.3879,58.0073,47.7266,59.7443,59.2691,58.0667,46.6637,55.7564,63.0086,52.3679,56.948,59.6849,55.2839,51.3563,53.6603,56.3324,53.4317,46.3964,58.3331,55.7042,48.2711,60.6353,46.3208,66.6203,57.4484,56.7689,49.0649,53.2643,63.7007,53.5937,47.903,49.1225,53.4317,55.274,54.3092,63.4172,54.0761,54.0869,53.9177,61.0646,56.7779,57.4529,58.2836,57.7238,59.9387,55.0013,53.7611,49.9208,56.3216,57.2549
"2014-01-23",41.0747,55.2533,54.0698,60.0629,53.1689,48.3098,57.1739,49.5113,43.2752,49.2548,61.0763,54.662,62.7548,57.7445,56.3036,56.7077,47.9174,57.3935,56.0192,56.9939,48.785,51.6677,61.1222,54.4712,57.5474,60.0359,53.6171,47.0732,54.3254,55.832,51.602,53.5613,57.1811,55.2497,51.4553,59.2484,47.7977,68.0468,57.3161,59.9387,54.0959,51.3752,62.9447,57.9956,39.8579,51.9827,55.0571,50.0135,54.7286,63.8492,54.6215,53.6522,54.4649,61.4102,58.6625,58.4717,51.0071,54.6278,60.2303,54.6539,55.814,53.9933,57.7598,52.1213
"2014-01-24",42.6992,52.2383,56.1776,59.3699,52.2761,42.5399,58.2962,50.4059,49.3007,50.2565,59.693,51.9728,65.309,57.8453,56.0651,56.2028,50.7137,57.5816,57.0758,57.5933,52.6478,52.0826,63.572,54.7772,60.7532,55.2308,51.8216,46.9085,59.8181,52.0916,54.0626,47.3342,54.9239,56.3513,56.5628,56.3486,52.5722,68.0909,57.5051,60.1196,55.3397,50.7929,62.6999,53.9717,31.7975,53.1023,52.0988,44.9321,50.8325,57.0137,53.4245,54.7646,54.8672,60.5021,61.0817,61.0421,46.5386,56.0939,59.9387,55.7249,56.1389,52.1501,61.7657,53.2967
"2014-01-25",47.1056,46.544,57.6365,60.4742,56.0903,42.6191,59.3852,51.7109,55.967,54.6242,60.5408,52.5308,62.5514,60.2105,57.7364,56.462,50.8604,58.0865,56.6231,58.7444,53.5433,52.8638,59.1485,53.1446,51.8873,53.6612,52.1861,47.0642,62.6369,45.7592,56.5808,46.8464,51.2591,55.4252,53.7764,56.0048,56.9264,66.1748,56.4323,59.2943,55.6952,49.9541,64.4612,52.7999,32.9432,51.7352,53.1464,44.0195,49.8344,53.9105,55.5539,58.4366,59.3519,59.6678,58.0604,56.8148,49.19,53.6027,62.294,54.6296,57.164,53.4821,62.0357,55.0373
"2014-01-26",55.3775,47.1047,58.3664,60.5309,60.2078,48.5753,58.1657,47.8967,56.6555,55.8815,56.8049,54.5495,62.1698,62.5739,55.967,56.0723,53.3318,57.5204,55.3892,61.3229,54.1958,55.9607,58.4726,51.9926,47.6789,49.6328,52.4174,47.6213,62.1437,47.4962,54.6638,50.531,48.5708,59.4266,57.353,58.9451,61.5551,66.3251,55.5809,60.1115,58.1018,51.0089,59.4779,51.5147,35.8925,48.6545,51.9422,48.2774,51.908,52.7684,57.8381,57.3323,58.5329,62.8547,58.7525,53.123,58.4789,62.8088,59.945,52.5623,52.1015,52.3526,62.1068,55.6565
"2014-01-27",60.6182,46.5593,56.9165,57.2135,59.1188,53.4569,59.1674,44.9213,61.2788,53.5424,59.2052,55.0697,64.2866,64.6241,53.9906,56.012,46.9301,57.0677,50.0234,58.946,48.0047,55.3802,59.2565,52.4246,45.1841,53.393,51.0971,51.6443,57.4844,52.3427,57.6779,53.7602,53.222,64.0625,54.3047,59.5022,59.0837,63.1913,58.0496,62.5748,58.226,50.09,54.1418,54.0599,42.656,48.4052,53.6567,51.2618,53.8727,52.9475,55.4846,57.8138,57.4745,64.5287,60.7064,56.0417,58.5986,65.0534,59.7209,53.4641,49.6409,50.4869,62.9807,55.3766
"2014-01-28",58.8182,45.6323,55.0841,57.9875,54.5387,56.0408,56.1857,45.2885,62.9771,61.1033,54.5819,55.9859,61.2005,67.1099,54.3308,56.2127,46.0769,57.3908,50.7299,59.5868,46.6799,52.0196,64.0841,56.2766,53.9555,57.0074,48.2297,52.5452,46.6349,56.1182,60.6047,47.9678,54.6062,55.8176,55.3037,59.5373,60.2456,61.0664,59.9036,57.2891,54.959,52.5236,62.0132,55.2839,50.2304,49.0028,51.5435,55.5485,55.9364,52.0385,54.8357,57.1478,59.8361,63.5405,59.0675,53.0681,55.0787,64.6574,59.8505,56.0615,50.8604,52.8665,60.9341,56.4737
"2014-01-29",56.561,46.0436,54.545,58.5338,55.0508,59.0594,53.2247,52.403,61.8962,59.2718,55.8131,55.8014,58.0496,64.04,56.8544,56.1974,47.3396,59.1143,51.4958,53.5937,46.1399,48.7004,63.8618,59.8847,59.0153,58.5905,47.3648,55.0913,42.2537,58.0433,54.2615,50.5859,57.2279,53.3588,53.2436,60.2024,61.1501,61.592,65.3261,49.6769,52.8323,51.7721,65.1452,53.8106,58.9874,40.1378,53.51,54.977,57.3224,50.4257,55.0958,58.8515,61.4561,62.2094,59.0225,50.3744,57.1451,62.429,60.3338,54.8762,50.8001,51.7397,60.3347,58.001
"2014-01-30",55.3451,47.9588,54.1238,56.426,53.2886,60.6659,52.0619,53.2733,55.4702,57.9524,52.5605,56.1731,53.7719,58.5878,54.491,54.7394,53.3957,58.5554,52.1735,56.9273,42.1763,47.1101,62.9987,60.7838,60.1088,58.8596,50.3456,53.96,46.2911,59.2511,56.0876,52.3967,59.2979,52.367,52.9304,58.613,61.6532,65.0894,58.0775,55.7978,51.9125,53.8754,64.1633,52.9421,58.1549,38.9777,49.7093,57.524,52.7882,52.4939,57.2234,61.5119,58.5851,59.9576,57.299,53.1455,58.0001,61.5479,57.497,53.8826,48.2756,51.8054,57.1082,58.7462
"2014-01-31",47.8463,54.1976,54.5765,57.2288,56.8706,61.6856,49.6319,54.6206,52.4075,57.4808,50.3393,56.5016,55.7447,58.4393,55.0598,57.2441,56.9399,60.2501,54.1742,53.5442,44.0339,47.8706,53.9753,60.5219,63.4541,59.8334,52.0727,53.591,53.3156,57.8516,56.9444,53.2706,63.158,53.8772,55.4963,55.6025,62.0861,65.4314,54.473,61.7099,53.8079,49.3223,64.0076,55.0319,56.3018,41.2421,50.2385,58.514,51.8423,57.2432,57.8813,62.3903,58.0982,60.0323,55.0418,57.8444,59.738,60.0143,58.9694,59.2889,41.8235,48.9299,55.4513,56.9669
"2014-02-01",40.2782,51.3842,53.5406,58.8731,59.189,63.9338,47.8922,54.8177,51.6029,56.9633,50.1854,56.8886,57.0515,63.8042,60.62,56.1596,59.0702,61.115,50.7155,53.2472,46.3442,47.9606,51.4283,54.4154,63.6269,60.3608,53.2778,56.138,59.2925,56.8031,61.9871,53.8223,60.3752,57.875,59.7506,56.174,62.4335,65.0471,56.588,62.4209,51.3455,45.9473,63.0896,53.9735,55.5179,40.451,53.8295,59.4545,54.5198,58.55,60.7838,56.633,57.8696,60.0728,57.5618,56.3504,58.262,56.0183,57.9551,64.2047,44.2472,50.711,57.3683,57.7742
"2014-02-02",36.1661,56.6339,53.3327,54.536,58.4816,64.7159,47.0642,54.2444,48.8957,57.8003,50.954,55.1147,63.7403,58.8641,58.2089,56.4422,59.1458,58.8065,48.1577,55.4117,44.5757,49.658,50.9405,54.6044,62.6477,62.4758,54.2282,54.5009,60.1592,59.351,60.2726,54.1832,57.7616,56.1983,60.107,57.2846,55.1237,61.9511,57.3764,65.2505,52.3535,43.1051,61.0385,55.2668,48.479,41.6156,54.6746,58.1243,55.1858,58.7084,59.4032,56.9111,60.3518,59.225,58.2935,55.8905,59.0576,53.2049,58.5545,60.9008,48.9947,52.7846,58.3655,54.1463
"2014-02-03",37.8068,57.5807,53.4479,56.4224,55.976,65.3918,51.962,53.5514,48.2288,55.6421,49.6814,51.3581,62.9132,56.2973,61.4984,52.4588,50.1881,58.001,47.4746,59.6768,41.5292,51.6542,51.8,54.3497,61.4894,48.9767,53.501,57.0389,54.1175,64.0094,58.1792,56.8436,59.7614,58.0748,58.9433,58.298,56.3945,52.9232,52.3994,62.6549,53.5289,46.4153,58.2224,54.1895,47.4962,48.4196,59.441,55.796,57.6221,57.8957,58.5671,52.5452,56.93,56.9966,65.3342,52.4264,61.1303,49.2503,56.4008,60.4382,55.0184,55.1174,60.1862,56.0408
"2014-02-04",42.1169,54.7412,54.0527,59.2637,54.1571,63.9905,51.8558,53.4101,52.7027,56.6087,53.3804,50.7425,61.7117,52.6595,64.7402,46.0517,44.6558,56.7707,51.9827,56.5169,37.6925,54.1319,51.3752,55.2533,61.1141,43.5974,54.4478,58.019,54.5648,65.4584,60.6092,57.1064,59.7038,54.0059,57.7409,61.1627,58.1468,53.1311,49.3799,63.2948,54.6296,56.4665,57.9254,50.999,48.6167,47.2028,60.1727,55.4666,58.1774,56.0435,58.8938,51.5444,56.1065,57.38,67.2557,50.8316,64.4189,51.8414,47.6645,64.1822,60.5318,47.7689,66.3125,55.2317
"2014-02-05",48.4412,56.5178,57.4466,60.026,47.8157,57.4754,53.9672,53.7638,61.5524,53.7152,53.0888,51.9332,57.6014,52.7162,62.2625,44.15,41.117,56.0876,53.762,60.0836,42.7712,54.0221,46.2587,52.7828,58.7345,40.2728,53.5883,58.1522,53.8151,68.8802,58.2611,55.9247,55.2218,51.5138,55.4423,59.5382,50.8532,58.4564,49.2512,63.9806,54.2912,57.9101,54.6161,54.4937,50.756,44.978,59.0153,56.4584,58.5032,54.8744,54.2912,52.1825,55.526,57.4934,64.8824,51.2438,65.7995,53.8124,44.9321,64.5197,64.6871,47.3567,63.158,53.1698
"2014-02-06",45.8357,54.2822,57.1343,59.243,47.7707,59.7146,57.7472,51.161,61.4777,53.9771,56.6033,52.7783,59.963,56.3441,58.73,44.6216,44.4029,55.8878,54.725,61.0709,48.5996,54.3902,51.8522,52.1519,59.2934,45.1346,52.3535,60.1385,49.3322,65.7788,55.319,58.9028,53.2157,51.6209,58.5698,54.455,39.812,60.7001,55.0688,67.7354,55.7933,59.729,55.9805,57.659,48.4475,45.6836,55.6943,56.1857,59.5877,56.7941,52.1051,53.384,51.8009,56.7986,63.3632,57.4484,66.5123,54.2453,46.6331,64.1408,63.7853,46.4585,58.0199,54.6575
"2014-02-07",42.4319,58.8731,51.6173,61.6064,45.896,59.0531,57.8705,50.2178,64.9571,50.8019,59.8784,56.633,63.6584,62.924,53.2517,44.6837,43.4246,56.3243,55.8212,60.791,55.7753,52.1483,51.8144,52.7702,59.2889,49.9847,50.369,60.7298,48.6779,62.7044,51.1007,61.2113,57.8462,53.6738,59.4284,56.4062,42.8018,63.1967,54.3011,55.0409,55.8455,59.8424,57.5942,59.4509,41.414,53.0564,54.8366,51.9863,62.5928,60.4616,47.5277,52.4489,50.5499,63.3191,61.259,53.312,62.9609,55.8194,53.2994,63.7214,56.8778,48.0488,57.4853,57.4151
"2014-02-08",39.8093,64.4909,52.7594,62.4227,46.1984,55.5314,54.4676,54.1004,62.3579,55.2425,63.0878,54.8456,65.8832,59.9333,53.4164,46.0796,50.7668,61.016,55.1489,61.2977,60.9638,49.7876,50.2385,49.3763,56.669,53.4101,53.2607,60.8837,46.8419,54.5936,51.0314,57.4457,59.9711,54.554,59.846,57.2387,46.6844,66.1397,49.1918,52.5929,57.4016,60.5804,59.7794,54.581,32.8505,61.4615,50.6822,52.7306,59.9999,63.4334,54.1562,47.5511,52.7774,65.1722,60.4103,49.2647,59.6174,55.6538,53.2517,57.5375,50.9477,49.5059,62.1212,60.9764
"2014-02-09",41.9144,63.5576,52.8161,58.5095,49.5653,55.3217,55.5683,51.3437,64.949,52.7684,63.2921,54.6251,67.8245,61.8368,54.7133,48.0344,51.44,55.8113,58.9955,60.7316,60.0602,49.9559,51.0764,50.1917,55.6304,55.076,49.2872,60.9557,45.3344,56.129,52.4984,56.6312,59.5913,52.943,61.9646,59.5796,53.4155,65.2883,48.2927,56.3567,63.1616,61.9133,55.67,55.5674,28.8725,65.4899,49.9982,52.5695,59.4959,61.9817,56.651,47.3855,57.5195,60.809,59.6696,52.1753,57.6014,56.4395,51.8819,55.0265,49.1747,44.7242,63.824,56.6933
