"","access1-0.1.rcp45","access1-0.1.rcp85","access1-3.1.rcp45","access1-3.1.rcp85","bcc-csm1-1.1.rcp45","bcc-csm1-1.1.rcp85","bcc-csm1-1-m.1.rcp45","bcc-csm1-1-m.1.rcp85","canesm2.1.rcp45","canesm2.1.rcp85","ccsm4.6.rcp45","ccsm4.6.rcp85","cesm1-bgc.1.rcp45","cesm1-bgc.1.rcp85","cesm1-cam5.1.rcp45","cesm1-cam5.1.rcp85","cmcc-cm.1.rcp45","cmcc-cm.1.rcp85","cnrm-cm5.1.rcp45","cnrm-cm5.1.rcp85","csiro-mk3-6-0.1.rcp45","csiro-mk3-6-0.1.rcp85","ec-earth.8.rcp45","ec-earth.2.rcp85","fgoals-g2.1.rcp45","fgoals-g2.1.rcp85","gfdl-cm3.1.rcp45","gfdl-cm3.1.rcp85","gfdl-esm2g.1.rcp45","gfdl-esm2g.1.rcp85","gfdl-esm2m.1.rcp45","gfdl-esm2m.1.rcp85","giss-e2-r.6.rcp45","giss-e2-r.2.rcp85","hadgem2-ao.1.rcp45","hadgem2-ao.1.rcp85","hadgem2-cc.1.rcp45","hadgem2-cc.1.rcp85","hadgem2-es.1.rcp45","hadgem2-es.1.rcp85","inmcm4.1.rcp45","inmcm4.1.rcp85","ipsl-cm5a-lr.1.rcp45","ipsl-cm5a-lr.1.rcp85","ipsl-cm5a-mr.1.rcp45","ipsl-cm5a-mr.1.rcp85","miroc-esm.1.rcp45","miroc-esm.1.rcp85","miroc-esm-chem.1.rcp45","miroc-esm-chem.1.rcp85","miroc5.1.rcp45","miroc5.1.rcp85","mpi-esm-lr.1.rcp45","mpi-esm-lr.1.rcp85","mpi-esm-mr.1.rcp45","mpi-esm-mr.1.rcp85","mri-cgcm3.1.rcp45","mri-cgcm3.1.rcp85","noresm1-m.1.rcp45","noresm1-m.1.rcp85","cmcc-cms.1.rcp45","cmcc-cms.1.rcp85","giss-e2-h.6.rcp45","giss-e2-h.2.rcp85"
"2017-08-15",88.2248,97.0394,90.8987,91.8455,85.7966,91.5521,90.527,93.6086,93.443,91.4459,96.1502,96.3122,84.2693,93.5933,96.5327,92.9651,90.3065,88.9484,88.1969,91.0805,91.7213,86.7569,92.4251,93.6662,89.7602,93.3728,89.8745,92.381,90.8528,88.5254,90.5198,78.8414,90.9014,88.5767,87.1304,92.9462,92.7842,93.9812,95.2538,90.6368,87.8549,93.5807,91.2137,90.3128,83.7914,86.5355,88.4291,86.8487,94.0622,96.2726,87.917,92.0984,89.8655,88.1753,96.4787,89.6756,92.8472,86.4752,92.2487,91.7222,90.3857,89.7692,99.0203,97.6577
"2017-08-16",76.8587,98.7917,90.9086,93.7535,88.5146,92.5304,89.6612,91.5467,91.715,89.9708,95.252,94.3835,86.7218,87.4292,97.1267,94.0703,88.2896,83.2766,88.5902,88.9178,91.1174,87.3743,92.5898,95.0657,86.657,87.8459,89.7377,94.4213,87.4643,86.1377,89.5631,80.9555,88.2707,87.6488,88.3094,93.7391,93.2207,92.5223,96.9557,89.8601,87.4832,93.5105,91.6079,89.4965,83.7518,87.0917,85.0415,87.2375,91.4297,96.5435,91.463,92.7617,88.8179,91.265,97.1204,91.2677,92.4377,89.2229,88.2428,91.6772,92.4755,90.842,97.2203,96.6317
"2017-08-17",81.7187,97.1879,93.0182,93.8291,86.7128,91.9535,87.6371,90.7007,90.6962,89.6657,95.8775,96.1997,87.5858,90.5036,97.5074,90.6404,89.7872,80.5964,87.7262,89.6261,96.1889,89.7422,91.0391,94.5401,88.1384,88.5803,91.3523,97.3877,88.6541,83.0984,88.3661,81.4649,86.2124,87.9467,91.8995,97.1051,93.5906,88.6721,98.8214,89.5442,84.659,89.5874,87.7784,90.7493,83.2505,85.811,86.7146,87.3653,92.3855,95.5148,92.606,90.3065,89.6315,92.8787,95.8577,92.3648,89.8781,87.6794,85.2935,90.2489,92.3351,89.9834,96.8684,94.0919
"2017-08-18",87.8549,94.8956,91.8077,94.2503,87.2978,91.8833,88.7576,93.6293,89.4155,92.8409,93.0452,93.6536,86.2151,90.7421,96.7424,90.1571,89.078,81.9824,90.1454,88.4183,94.0352,89.8133,88.4327,89.8619,94.3142,94.7624,90.662,94.7093,89.2535,87.7514,87.5273,90.4442,82.6745,87.4085,89.6846,98.8142,93.6545,86.3321,97.0043,87.4589,85.4996,86.8955,85.4726,91.2767,81.7853,86.6885,91.6277,90.9671,92.9804,93.5213,90.5873,90.0725,89.8736,92.2028,94.1936,92.0984,87.9368,85.1351,83.1578,87.0071,91.7276,89.9078,97.1438,93.1739
"2017-08-19",89.4983,95.1017,87.1736,92.7959,90.7394,95.0234,90.4208,97.619,92.7482,94.1441,88.8926,92.057,88.4255,91.2209,93.362,90.4208,92.255,86.4518,91.886,88.9682,92.8427,85.9451,85.8893,88.1033,93.5636,95.0243,90.7052,96.8711,89.4038,88.9079,87.7397,90.5846,84.5033,86.6507,92.4026,100.2326,94.2017,87.5498,92.2361,88.1231,86.8388,86.7569,84.8462,92.4026,83.543,87.5489,89.6756,86.9459,88.7774,94.3412,92.4224,88.6244,89.7836,93.9146,92.9264,91.1012,90.5342,85.2935,84.5789,81.1481,87.1043,88.5263,98.1068,91.2074
"2017-08-20",92.8922,90.2237,89.5847,91.2371,94.6382,96.3608,88.646,94.6103,97.1978,93.623,90.3002,91.823,89.8934,93.938,89.7404,89.9573,92.6249,89.1707,90.7952,87.5651,94.505,86.9054,86.0666,87.9971,93.659,95.5742,91.3595,97.4732,88.9808,88.6991,86.1395,88.4624,84.866,88.637,95.4356,97.3148,92.6816,87.3113,92.408,88.5191,87.1736,88.961,87.0323,93.299,82.5719,89.3183,89.5595,90.8312,86.522,94.0622,90.8015,80.1896,89.159,95.0243,96.3257,91.1993,94.5824,84.7751,88.6577,80.7629,79.6073,86.4959,96.3365,89.6873
"2017-08-21",91.7762,87.1349,88.1681,91.697,94.7399,95.7974,90.1382,94.9172,96.8522,91.5188,90.248,91.9031,90.7169,91.2803,87.8009,87.4805,92.0534,86.9819,89.4191,90.5738,93.2099,89.4056,88.1618,86.6381,95.1755,94.1396,86.6975,96.0206,86.0945,84.7076,88.0223,84.9857,85.6427,90.7088,97.4318,95.8928,93.3773,88.7864,93.4349,87.3725,88.4426,91.1804,90.7196,94.4753,85.7345,87.9287,88.7054,90.4325,89.7404,93.5051,91.5836,80.3534,89.798,93.8849,96.8666,93.3782,93.1415,86.6417,90.896,84.2072,80.483,86.585,96.5048,87.8126
"2017-08-22",93.749,86.7965,86.0819,93.0344,91.3676,94.4555,91.0337,93.5141,94.0802,93.3764,89.951,91.8176,91.1408,93.0623,89.2706,86.0162,92.1137,88.0466,90.9626,90.1805,93.9605,90.1454,88.3517,87.908,96.0674,95.2889,83.6447,93.8786,84.0992,84.9506,89.285,82.9238,89.6378,91.8122,95.3789,92.597,94.4744,91.625,95.2646,88.6838,88.3382,91.2596,92.6789,93.7418,87.9809,88.3202,92.4656,89.4605,88.5848,93.5186,90.9968,84.317,92.2838,92.1668,96.4184,93.9362,92.5178,88.1249,91.3937,85.5563,84.5339,89.4956,95.1062,91.2047
"2017-08-23",95.9657,84.9659,85.5554,88.8944,90.7016,92.0264,90.8807,90.1895,91.4144,95.2475,91.5314,88.8512,91.0859,95.0612,91.0013,89.2112,94.0919,82.868,93.2882,86.144,90.6521,91.5539,91.508,88.0763,95.5769,97.7,84.3332,94.2161,82.076,86.1071,88.8026,86.1728,90.0968,91.3145,94.8749,92.0039,95.2556,94.7966,93.0173,88.4696,84.902,88.7018,94.0361,92.9039,89.3453,87.1736,91.3316,89.9582,89.6207,93.0407,90.8267,86.4626,90.437,91.0958,94.8101,95.045,88.9412,91.3892,88.6955,90.8123,87.485,92.3648,95.7803,93.7562
"2017-08-24",96.6596,82.9634,82.3559,84.4079,88.196,88.1186,88.5533,89.4488,91.0391,93.6932,93.272,90.2381,90.6863,91.9625,90.7934,87.3095,93.8039,83.2325,96.6695,87.7748,93.8327,90.7853,87.9449,87.9746,96.6038,93.6626,84.029,94.4483,86.1692,85.73,87.3851,85.4753,89.9294,89.3795,93.6752,90.2219,93.839,95.945,90.8429,85.4915,79.5776,81.599,95.5877,91.661,93.3602,87.7802,91.3991,89.1329,90.3083,90.2417,90.6737,84.8912,89.3759,92.0768,91.7195,94.9937,86.2457,91.8347,86.0594,92.7149,90.0626,90.8996,96.2699,90.6566
"2017-08-25",103.9226,85.1198,83.1272,84.8291,86.0558,83.7131,82.8734,87.0629,91.8374,94.352,93.956,93.2126,89.7458,93.5006,89.5586,84.7373,91.8194,84.6419,95.5607,92.9345,94.4609,92.8193,87.1583,88.9025,94.487,92.5358,86.1926,94.3691,91.2812,87.9224,86.342,89.735,90.3506,90.1409,94.1684,87.503,92.678,94.1621,87.3734,87.9557,81.8564,78.5156,97.6955,91.8536,93.9551,85.5779,91.3298,88.7477,92.0588,88.3004,91.8572,83.7977,85.7417,91.2155,90.9725,92.606,88.3832,92.1479,83.2721,90.086,91.4153,87.4265,95.7317,94.2872
"2017-08-26",107.8988,85.4168,85.8767,84.8858,84.7229,81.2471,80.5964,83.1416,95.1836,96.2591,95.126,94.7282,89.6945,92.9462,89.6324,85.6436,94.3961,88.0853,91.1363,94.307,92.8166,91.3649,87.2051,87.4283,90.536,91.292,88.655,93.7031,89.4344,87.1241,88.619,91.6979,87.2789,92.0426,92.768,81.7538,92.5943,90.9851,86.6561,88.5083,80.9033,76.1198,91.7816,94.7093,92.7212,87.314,89.1338,89.0258,92.813,88.3184,91.9454,85.0775,83.5331,91.589,91.031,93.1298,87.4076,93.8237,83.0417,90.2039,95.0603,87.314,89.5694,95.2493
"2017-08-27",104.2772,86.819,85.2584,85.7147,82.7249,80.2949,78.1835,80.5748,93.0551,97.9196,94.3268,93.5069,91.0193,94.7705,90.5333,84.281,91.5071,88.4741,86.1674,95.8892,91.1831,92.3756,88.4381,88.1879,88.6919,93.3422,87.8765,92.345,89.5568,87.4625,92.3765,90.0779,84.0929,88.4696,98.0672,85.5446,92.2154,89.2139,90.4982,92.1146,82.4216,78.0422,91.9805,95.8343,89.7224,88.3238,89.717,89.9087,87.2465,88.5407,92.5106,84.9281,79.8575,93.2495,92.0093,94.1585,86.324,92.6816,83.6843,91.8662,97.3472,89.0663,88.5452,96.656
"2017-08-28",95.6381,89.4488,84.4187,85.8488,80.0213,79.5263,80.9276,80.5136,87.6047,96.7235,92.9678,89.3642,91.7852,93.9506,93.0992,83.2244,92.291,90.464,85.7903,95.648,90.059,89.6954,87.8306,89.5937,89.7368,95.909,87.5354,90.2678,92.6627,88.4966,87.8405,91.4819,83.3009,89.0636,97.5344,92.4854,89.9357,89.1842,89.2031,92.057,89.3966,85.2557,93.3341,98.9285,85.5023,88.133,87.6164,90.0815,87.0071,89.6864,92.9453,83.4719,80.3912,92.4683,90.7421,92.9552,89.9717,88.97,84.5573,91.5953,98.3615,90.5369,86.8325,94.6733
"2017-08-29",89.8718,90.5603,84.7733,85.1747,82.8059,85.9802,83.0732,80.2544,84.7859,93.0929,91.1453,91.2101,92.0876,95.3951,93.4943,84.3314,91.1669,92.1434,89.2769,93.6545,89.6531,90.5252,90.5144,88.6397,90.3407,97.0817,87.9962,90.1787,92.1056,85.2539,84.9821,90.1364,83.6303,89.1464,95.1854,93.5906,88.1798,88.7369,89.7305,90.2912,94.199,88.1906,97.2122,97.511,85.2539,91.8599,87.6839,89.0285,88.2455,90.4667,92.7005,81.8546,83.0246,94.7885,92.7293,92.9102,87.4463,88.0457,87.5498,88.7108,95.8415,90.7043,86.5013,92.381
"2017-08-30",90.2786,94.2782,82.1426,82.4945,84.0461,91.8851,81.2291,81.0356,93.5654,89.6126,90.6926,91.7276,91.6799,93.7049,96.3779,88.7108,92.102,92.0327,86.6201,95.4572,88.3337,88.7522,91.6331,84.1073,87.8396,95.3555,88.4975,89.5082,88.4417,83.6006,87.1421,84.7049,87.8378,88.1942,91.3253,94.4186,85.4366,87.7775,92.66,88.6514,95.27,90.5693,98.1644,99.3389,84.3089,90.986,89.672,91.67,91.2668,92.3216,91.9481,82.5134,87.3158,96.3257,96.1061,93.1541,92.1776,87.0341,91.6322,85.2611,88.6703,91.9031,82.5008,91.364
"2017-08-31",90.4208,93.7652,85.1666,87.2366,85.6931,92.7437,82.0697,81.0275,95.9729,87.1898,90.2525,92.5844,91.1102,92.0723,96.098,89.9051,88.7297,93.1487,85.8461,96.1088,85.01,91.7339,91.544,86.6345,92.1749,93.4763,92.1191,90.3884,84.0524,82.9796,92.8103,86.8919,90.7637,86.1962,89.9933,94.2908,83.2748,91.1372,90.6611,89.0807,95.1629,90.9311,97.5551,100.2506,83.6879,91.3532,94.9325,89.5163,92.1632,92.8787,93.7517,85.8668,87.656,93.3746,96.6452,95.0405,93.7238,88.8818,94.766,87.0863,85.91,93.7706,86.0513,92.2982
"2017-09-01",91.4243,93.524,86.198,89.2517,90.6701,87.3662,83.6492,82.8626,96.0233,86.675,90.2849,91.9139,90.4505,91.9625,95.4671,88.2716,88.5488,89.0582,82.1102,93.5177,84.0911,89.0798,93.9596,87.1988,88.2365,93.524,91.1876,93.9452,86.7884,82.3631,90.1742,87.9773,89.1716,81.1445,90.2489,95.5481,82.9679,92.7644,90.3317,91.5485,94.8506,94.3907,94.5842,99.7322,81.9986,91.5611,95.4977,90.2003,90.6017,89.9627,92.5871,86.2367,86.585,90.8897,96.3869,94.1936,95.45,90.9302,93.6752,86.0126,87.3419,91.5872,86.5787,89.7908
"2017-09-02",90.788,96.1745,84.6761,92.1587,93.308,85.0235,83.6681,87.7802,96.5255,90.9644,89.6675,92.1173,90.4028,90.9284,95.2358,87.2897,90.3965,89.6054,79.9097,91.2389,87.4697,92.1992,91.9382,88.8809,91.8068,89.9123,92.8148,95.2142,88.8566,83.0165,89.4587,91.4081,93.0632,85.3331,88.1852,95.1674,82.3559,92.363,94.1081,91.1057,91.958,95.045,94.3358,95.2142,80.9816,91.1561,96.8504,91.5089,89.7935,91.3298,94.5113,87.0386,85.1468,93.3197,96.2528,91.5035,88.5218,94.3043,93.8543,86.9504,89.87,92.1353,85.829,87.8225
"2017-09-03",89.933,93.4223,83.1983,90.5054,94.1576,87.8549,84.1037,90.7619,95.333,88.8674,90.1166,92.318,86.2349,90.8789,93.2918,91.256,89.8385,90.365,80.762,89.9456,89.231,94.0361,90.9581,89.2418,92.9687,87.3338,92.6933,93.7148,90.3335,82.5926,88.7963,91.0913,94.9784,86.6183,88.7297,94.2467,78.6641,90.0608,94.0199,88.5731,90.5423,95.5877,92.1317,91.7951,82.0445,88.1159,95.9828,90.0779,88.9493,88.7918,93.1568,89.1878,84.7994,94.55,94.3025,90.1247,84.1208,94.4348,93.1937,84.9812,92.8364,89.1041,84.9074,86.6633
"2017-09-04",89.5577,88.7612,82.9409,81.1418,91.5998,90.5891,86.5157,92.3549,88.2779,91.7546,88.9322,92.2532,84.3044,89.2418,89.9015,92.039,87.3464,90.4109,83.3351,89.5577,87.2429,91.8851,90.9167,89.6387,92.7815,88.6262,90.284,90.2669,91.0256,81.4721,86.6138,87.908,93.7571,80.7305,90.6611,91.9796,76.9028,92.8346,93.8147,87.5228,91.0193,94.6553,89.1545,93.8912,81.5531,83.3864,94.2539,90.4766,87.0197,88.2194,91.9598,87.3923,81.8672,93.2603,95.3195,91.9427,82.3739,93.4097,91.8221,87.1268,93.4835,88.2302,85.7354,87.4004
"2017-09-05",91.2245,86.2934,84.2099,81.3083,91.6529,94.4024,87.8252,91.5962,85.3439,90.6827,88.799,90.3587,88.5245,88.3715,90.9356,85.6283,86.4221,90.338,82.5017,88.9898,85.4753,89.5991,89.1392,88.9682,87.5759,94.7057,87.6596,87.8405,93.0065,79.4147,87.4337,85.9901,93.2351,81.6683,87.7028,91.7933,77.8325,91.5503,94.451,89.6981,91.9517,94.8623,86.9261,92.8859,84.2108,82.7888,99.2237,90.0113,88.6703,89.6477,92.6429,85.6706,81.1274,94.6022,93.812,91.6745,85.2242,92.6555,90.2732,86.3951,90.2003,93.9029,87.3581,89.5442
"2017-09-06",89.7926,82.9391,81.761,86.3411,93.668,93.6356,88.538,90.1976,82.9436,91.6007,89.4137,92.3783,87.1817,89.6945,92.2244,78.395,87.782,88.9646,85.4618,87.2123,88.8305,89.0312,92.3513,87.6848,84.3044,94.388,88.4264,87.8162,95.5445,75.2207,87.3104,86.7866,90.6278,88.7468,84.7427,88.8368,77.6921,90.5801,93.6905,90.1922,89.9276,92.6177,85.433,93.4538,87.4193,84.9722,97.7315,88.6487,86.0774,89.1599,92.7932,89.8196,79.4426,95.5031,95.558,90.2624,81.8501,91.904,90.5,87.1151,92.5709,93.5186,88.9583,94.748
"2017-09-07",89.3318,79.0358,74.7257,88.8584,94.7201,92.0444,92.3954,88.2095,85.7921,88.8746,87.7091,93.4817,88.2554,90.6341,93.5474,79.5074,89.1356,83.8202,84.1919,85.667,93.3998,85.1432,86.1638,86.3924,85.946,93.7427,90.2471,88.7279,91.3964,72.4991,89.1923,87.2222,89.7134,91.3604,83.7635,86.2043,77.4275,91.4972,93.5942,93.1928,87.0107,92.1956,83.5781,93.0191,87.5012,86.918,96.9764,87.8441,86.0558,86.6201,93.5087,90.9311,80.9321,92.7941,95.3348,87.6479,81.5387,90.6737,90.9806,87.9458,92.8625,93.3674,91.0787,92.7734
"2017-09-08",90.0734,77.837,76.6409,89.7782,94.5023,86.3807,92.1587,86.1413,90.2597,85.0487,85.4024,93.029,88.6208,89.8979,91.7951,82.3172,89.0942,84.2684,85.1702,86.2844,100.1642,83.4323,84.0686,86.7785,88.0142,93.5249,89.681,93.9893,85.6472,74.2136,90.212,89.6864,90.7961,85.6895,84.6797,85.4303,79.1366,91.3046,93.4799,93.281,89.105,86.3879,81.7475,94.0595,88.502,88.0556,92.3486,86.2196,92.4557,86.8028,93.1325,94.2116,80.6108,91.8815,93.4295,88.5533,85.4924,90.5567,91.3838,88.2554,94.037,93.5708,92.8445,89.0474
"2017-09-09",91.211,78.926,84.5042,87.8189,92.6609,83.8895,90.2192,87.8396,91.373,85.2062,83.0534,93.2711,90.9104,87.2987,92.9354,84.9875,88.8827,86.4446,87.6623,86.5481,99.023,81.4667,84.0452,87.7856,89.0384,89.8916,92.21,89.3408,83.3513,78.0008,91.9319,87.6785,92.1308,85.9667,82.8797,84.4277,81.4199,90.0095,93.2261,90.428,89.789,84.4538,77.0153,96.926,87.746,84.0083,87.5813,87.1502,95.5544,84.2342,95.2016,91.6556,81.1949,91.2479,92.6105,87.2375,87.7577,90.4352,91.8581,88.1915,92.8112,90.9518,93.4034,85.2989
"2017-09-10",89.1014,81.2201,83.9318,89.1896,93.6212,83.1407,89.4452,86.0243,94.469,84.1568,82.7771,92.6852,90.4424,88.6361,90.0464,86.9369,87.746,92.3126,87.8495,85.9676,99.4271,80.6036,86.4689,90.9905,91.2911,88.9295,93.6878,87.4679,80.3723,79.5389,90.6332,87.1421,93.4214,88.8242,82.9193,84.9704,82.9832,89.8358,96.2258,93.2369,83.9939,83.6699,74.0147,94.8011,86.6381,83.5637,85.4807,85.5914,91.211,83.3801,97.0925,86.5535,80.2166,88.2689,92.0957,85.3745,89.6792,89.7881,91.6745,86.6219,92.948,91.9661,91.49,88.1168
"2017-09-11",87.5669,83.1065,81.5288,90.4163,93.0173,82.7429,85.8137,85.7912,95.3339,87.9485,82.8707,92.9426,91.4225,89.1554,89.6792,90.1427,88.6793,92.4197,89.5001,85.3556,98.6369,84.1712,85.6301,90.7493,90.9068,92.921,94.1036,85.8659,80.7305,82.8338,87.9305,89.4191,95.2565,91.0103,83.4782,87.7028,85.1558,87.4175,92.8085,96.2798,81.5567,83.8823,75.0614,97.1276,85.0226,84.1028,83.2505,81.3344,90.4478,83.1407,91.4279,88.5182,78.3563,89.0159,88.6451,85.586,89.7926,91.7519,86.5139,86.7344,91.6142,90.6764,93.3107,91.6997
"2017-09-12",91.3244,86.1359,79.3535,85.7264,92.3648,83.0678,83.8382,85.0109,96.1385,87.1259,83.3306,91.7015,90.734,89.3111,86.909,89.0996,88.1618,90.5315,90.0059,81.8591,97.6676,86.5724,84.1802,91.1426,94.1945,92.4206,90.4028,85.8398,82.8086,82.3946,91.2344,88.5461,94.0433,90.2561,82.8896,88.6568,88.0718,86.7578,91.8464,93.5375,74.8661,83.3432,79.1006,95.8766,85.3169,86.108,84.1694,78.3617,88.7054,86.8757,88.3364,88.0034,78.1466,89.4947,90.2597,85.2764,89.5685,90.9239,80.8754,84.3782,92.3432,90.7385,90.9239,79.8323
"2017-09-13",96.3743,88.2158,80.4929,80.7953,90.0707,81.9005,87.8369,84.182,94.784,91.1354,85.1783,88.862,91.5647,89.1905,87.7055,89.2382,89.3966,88.268,91.3199,82.4279,95.7659,87.5579,83.9534,89.501,92.5952,93.6338,90.176,84.8921,83.7653,82.1903,90.7691,88.7288,95.6201,88.0889,82.0706,90.5216,90.338,86.3528,90.9131,91.9382,76.3565,83.5187,80.8637,93.9101,87.2807,87.9251,83.561,81.3785,85.883,85.8029,79.3841,87.4166,79.4084,89.3003,89.8304,86.6732,89.699,90.3974,79.8989,86.6822,90.7925,89.2409,94.0523,79.3859
"2017-09-14",89.2409,88.9592,82.6457,81.8681,88.2707,78.4508,88.4939,83.2433,93.47,91.2902,85.9127,89.744,89.5388,89.1689,86.8469,86.3879,89.4236,88.1204,89.6819,84.4826,95.7884,84.3557,83.8589,90.5729,93.7157,91.9562,80.8619,84.2846,84.704,82.5467,90.0383,88.3166,91.247,87.0782,79.7963,88.3805,87.4265,85.9523,89.0618,91.1894,82.6106,84.1946,82.2065,91.9175,92.6762,86.243,85.298,82.2353,88.4705,85.1243,85.676,82.2524,81.2588,87.2339,90.4649,88.9979,91.175,90.9725,81.0446,86.936,88.3562,89.3678,95.4374,80.1887
"2017-09-15",88.2041,88.1708,81.9329,82.1156,88.3301,76.721,89.4119,82.1723,91.4522,89.51,89.897,90.0896,85.235,90.3587,86.6345,84.7814,90.4451,88.9979,89.7494,82.7375,91.3037,79.898,84.2405,90.2174,95.2106,93.2225,78.8999,88.6766,85.6247,84.8516,90.8312,84.0299,87.2627,85.8362,80.6729,89.6711,80.4551,85.9334,86.9567,88.7405,82.9877,81.9842,84.8084,89.8862,86.7731,87.7775,84.9326,82.9688,86.2511,85.2215,85.2215,81.5846,81.6143,88.5389,90.2732,87.8054,88.8764,90.806,84.9542,86.9873,88.4705,93.2612,94.5824,80.7017
"2017-09-16",86.4077,89.1041,82.1831,79.6325,89.1032,74.5673,85.3682,81.8528,89.627,89.2013,88.6118,86.9369,88.1978,87.26,88.7765,82.8581,88.8188,88.6793,88.6793,83.2046,92.3441,77.756,82.0355,89.0393,92.9444,92.6564,82.5107,91.5602,85.7525,83.8193,86.8496,84.4034,83.7437,85.2485,82.3532,90.0293,77.6255,85.5104,83.7392,88.3679,82.0211,78.962,86.5706,89.3264,78.9746,88.7675,89.3921,79.4606,80.7737,84.8786,83.1074,81.8294,82.3289,86.7389,89.267,89.3372,87.9962,91.1039,81.2948,85.3592,85.9757,89.0267,94.0631,80.5856
"2017-09-17",91.5332,90.5423,79.9655,77.792,89.4353,75.7382,80.0699,81.1139,88.4282,88.3301,86.0909,89.3597,87.9125,92.8652,84.8543,83.0894,86.0801,88.8314,88.376,89.2247,89.798,81.9302,83.7905,91.0148,87.4868,92.8373,84.3548,91.5746,85.7138,79.1105,84.9479,87.5435,84.146,86.7092,82.5908,89.3831,78.2087,85.1126,81.7412,91.346,83.2379,76.6283,83.9174,91.0076,77.7371,90.1409,91.2191,79.4048,77.9459,84.9866,83.7248,84.8372,80.9474,86.0954,91.0157,91.3739,85.8434,90.9509,82.2857,83.9372,87.5408,88.4345,93.0074,79.2662
"2017-09-18",90.9077,94.4177,84.4403,80.8754,89.7647,76.7336,80.6468,78.3923,88.6559,87.5399,85.4456,86.9855,88.7531,86.6201,86.3834,84.9812,84.4295,89.537,86.351,92.7356,80.8529,85.766,86.6066,87.7775,90.2417,93.1262,83.3621,88.862,84.0488,81.6071,83.9363,88.664,83.2019,84.5591,81.8483,88.2221,80.5298,83.7203,84.7652,89.3345,87.575,79.5299,85.8488,91.6871,78.8333,90.8591,91.5269,77.7821,77.9747,84.7922,87.6767,83.6447,80.9384,84.5294,90.6575,83.9192,82.8005,90.3488,83.9894,84.9929,86.9369,88.3418,93.8426,81.1589
"2017-09-19",84.1928,95.4725,83.8814,79.952,87.6758,78.4634,86.0162,75.5645,83.9363,82.1264,85.6454,85.3106,89.3318,85.253,86.1395,85.5131,81.4442,88.2563,85.6355,91.3424,78.4625,87.2816,88.9754,88.7396,89.2742,94.226,82.2443,85.8281,84.4961,84.8642,83.2649,84.1055,83.8697,83.4539,83.7743,84.9146,82.0652,81.9014,83.7617,87.7046,85.523,78.0386,83.0012,91.292,80.3993,89.0195,90.4469,82.796,81.9716,85.964,85.3331,83.7851,82.0265,85.9793,89.6351,83.588,79.4525,88.9322,83.1704,86.1854,87.5813,87.5318,94.0514,83.2514
"2017-09-20",81.3542,91.5125,85.2386,82.76,86.2943,80.5541,86.4464,74.4629,79.619,79.4057,85.2143,85.8038,87.8486,81.7727,85.9784,83.984,81.3632,88.7756,86.5004,87.7109,79.6973,85.487,92.5745,87.1421,88.6955,93.6896,78.863,83.273,83.0273,83.8598,85.2773,82.3532,88.0565,81.7718,83.3288,84.1406,83.3639,84.9866,84.542,88.4363,82.3532,80.4821,81.8798,91.0805,82.7087,84.9074,89.3174,88.1888,83.2073,85.7435,83.5763,75.5915,82.6664,85.3079,88.6577,85.0424,77.5229,89.0375,83.3594,85.7174,88.3742,87.6596,86.432,80.4731
"2017-09-21",77.4635,90.6431,88.3553,80.4173,86.0099,81.9824,83.255,75.1613,76.6148,80.0618,80.6783,87.4202,83.282,76.4951,86.2061,84.8894,81.1067,87.6488,84.4322,81.6836,81.4964,80.4065,88.8422,82.3658,90.986,92.4674,81.7745,81.9005,86.2502,84.5375,78.1448,82.7672,89.7899,81.248,82.7231,83.066,84.5105,86.2727,85.9559,85.1297,78.5948,84.3728,81.05,89.3984,79.1033,85.7831,86.7776,86.702,84.9992,84.4304,83.6816,76.4384,82.544,84.1775,88.6775,86.3924,77.8055,81.824,79.088,85.1657,89.1725,87.5867,76.7696,74.6996
"2017-09-22",79.4237,90.1508,86.126,78.3005,83.8067,82.5755,84.6599,71.3849,79.34,78.9683,79.7297,88.007,83.6249,75.1577,86.5382,86.8667,81.7331,87.188,86.7974,73.2344,82.2668,80.4488,85.532,82.8302,91.4324,86.7542,83.1578,82.3001,84.9695,90.4415,80.4821,82.3856,89.8619,83.1686,76.2917,81.3704,83.7491,86.45,85.2728,83.3342,81.527,85.2179,80.7467,78.9143,80.2103,85.3592,81.4757,89.0492,80.771,86.6921,82.9634,79.1996,82.0094,88.511,91.058,83.957,80.8016,77.5724,78.9755,84.9893,90.4874,87.998,79.2959,75.2387
"2017-09-23",79.7828,89.4434,86.4851,77.423,76.0406,86.7479,81.2264,66.7256,82.1444,79.6127,77.8829,87.494,83.1119,80.0249,82.13,89.1833,81.7511,87.8522,90.0743,77.891,82.0175,85.0784,82.2713,83.6375,90.2777,74.363,83.4665,86.4131,87.1205,87.8162,84.3044,84.4781,88.3895,83.4467,76.838,80.0447,83.2865,87.6533,87.2249,82.4531,84.1163,81.4982,79.1267,71.0834,79.9925,87.9656,80.4713,90.9518,76.2053,86.1179,82.5809,79.538,84.3485,88.0034,89.8781,84.0371,79.9655,79.8476,80.852,83.903,90.32,87.1169,79.5821,77.8649
